version type id name
1.0 1 294 item.hoeGold
1.0 1 295 item.seeds
1.0 1 296 item.wheat
1.0 1 297 item.bread
1.0 1 298 item.helmetCloth
1.0 1 299 item.chestplateCloth
1.0 1 300 item.leggingsCloth
1.0 1 301 item.bootsCloth
1.0 1 302 item.helmetChain
1.0 1 303 item.chestplateChain
1.0 1 304 item.leggingsChain
1.0 1 305 item.bootsChain
1.0 1 306 item.helmetIron
1.0 1 307 item.chestplateIron
1.0 1 308 item.leggingsIron
1.0 1 309 item.bootsIron
1.0 1 310 item.helmetDiamond
1.0 1 311 item.chestplateDiamond
1.0 1 312 item.leggingsDiamond
1.0 1 313 item.bootsDiamond
1.0 1 314 item.helmetGold
1.0 1 315 item.chestplateGold
1.0 1 316 item.leggingsGold
1.0 1 317 item.bootsGold
1.0 1 318 item.flint
1.0 1 319 item.porkchopRaw
1.0 1 320 item.porkchopCooked
1.0 1 321 item.painting
1.0 1 322 item.appleGold
1.0 1 323 item.sign
1.0 1 324 item.doorWood
1.0 1 325 item.bucket
1.0 1 326 item.bucketWater
1.0 1 327 item.bucketLava
1.0 1 328 item.minecart
1.0 1 329 item.saddle
1.0 1 330 item.doorIron
1.0 1 331 item.redstone
1.0 1 332 item.snowball
1.0 1 333 item.boat
1.0 1 334 item.leather
1.0 1 335 item.milk
1.0 1 336 item.brick
1.0 1 337 item.clay
1.0 1 338 item.reeds
1.0 1 339 item.paper
1.0 1 340 item.book
1.0 1 341 item.slimeball
1.0 1 342 item.minecartChest
1.0 1 343 item.minecartFurnace
1.0 1 344 item.egg
1.0 1 345 item.compass
1.0 1 346 item.fishingRod
1.0 1 347 item.clock
1.0 1 348 item.yellowDust
1.0 1 349 item.fishRaw
1.0 1 350 item.fishCooked
1.0 1 351 item.dyePowder
1.0 1 352 item.bone
1.0 1 353 item.sugar
1.0 1 354 item.cake
1.0 1 355 item.bed
1.0 1 356 item.diode
1.0 1 357 item.cookie
1.0 1 358 item.map
1.0 1 359 item.shears
1.0 1 360 item.melon
1.0 1 361 item.seeds_pumpkin
1.0 1 362 item.seeds_melon
1.0 1 363 item.beefRaw
1.0 1 364 item.beefCooked
1.0 1 365 item.chickenRaw
1.0 1 366 item.chickenCooked
1.0 1 367 item.rottenFlesh
1.0 1 368 item.enderPearl
1.0 1 369 item.blazeRod
1.0 1 370 item.ghastTear
1.0 1 371 item.goldNugget
1.0 1 372 item.netherStalkSeeds
1.0 1 373 item.potion
1.0 1 374 item.glassBottle
1.0 1 375 item.spiderEye
1.0 1 376 item.fermentedSpiderEye
1.0 1 377 item.blazePowder
1.0 1 378 item.magmaCream
1.0 1 379 item.brewingStand
1.0 1 380 item.cauldron
1.0 1 381 item.eyeOfEnder
1.0 1 382 item.speckledMelon
1.0 1 383 item.monsterPlacer
1.0 1 384 item.expBottle
1.0 1 385 item.fireball
1.3.1 1 386 item.writingBook
1.3.1 1 387 item.writtenBook
1.0 1 388 item.emerald
1.0 1 389 item.frame
1.0 1 390 item.flowerPot
1.0 1 391 item.carrots
1.0 1 392 item.potato
1.0 1 393 item.potatoBaked
1.0 1 394 item.potatoPoisonous
1.0 1 395 item.emptyMap
1.0 1 396 item.carrotGolden
1.0 1 397 item.skull
1.0 1 398 item.carrotOnAStick
1.0 1 399 item.netherStar
1.0 1 400 item.pumpkinPie
1.0 1 401 item.fireworks
1.0 1 402 item.fireworksCharge
1.0 1 403 item.enchantedBook
1.0 1 2256 item.record
1.0 1 2257 item.record
1.0 1 2258 item.record
1.0 1 2259 item.record
1.0 1 2260 item.record
1.0 1 2261 item.record
1.0 1 2262 item.record
1.0 1 2263 item.record
1.0 1 2264 item.record
1.0 1 2265 item.record
1.0 1 2266 item.record
1.0 1 2267 item.record
